DATA_ISO;DIA;MES;ANO;CD_TIPO;NM_TIPO;CD_SIAFI;NR_CONTRATO_CONV;DT_ASSINATURA;DT_VENCIMENTO;VR_INICIAL;SQA_FAVORECIDO;TP_DOCUMENTO;NR_DOCUMENTO;NOME;VR_JUROS;VR_AMORTIZACAO
20090805;5;8;2009;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;26337,6;67759,9
20090805;5;8;2009;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2578;4586,99
20041105;5;11;2004;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;4776,1;3731,7
20041105;5;11;2004;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2950,71;2368,28
20041105;5;11;2004;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;3688,63;2874,64
20041105;5;11;2004;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;964,38;764,6
20041105;5;11;2004;1;DÍVIDA PÚBLICA INTERNA;14;CT 31.900;19950224;20061005;8686863;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;67466,46;110198,6
20041105;5;11;2004;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;50951,01;35171,79
20041105;5;11;2004;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;6226,82;4022,34
20041105;5;11;2004;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;19996,73;13574,41
20041105;5;11;2004;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;40011,13;28571,52
20041105;5;11;2004;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;140865,2;97240,11
20041105;5;11;2004;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;18963,52;13090,63
20041005;5;10;2004;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;19072;12946,68
20041005;5;10;2004;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2963,52;2349,99
20041005;5;10;2004;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;6259,71;3978,11
20041005;5;10;2004;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;968,5;758,7
20041005;5;10;2004;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;141671;96170,78
20041005;5;10;2004;1;DÍVIDA PÚBLICA INTERNA;14;CT 31.900;19950224;20061005;8686863;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;68481,65;108986,77
20041005;5;10;2004;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;3704,08;2852,44
20041005;5;10;2004;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;4796,16;3702,89
20041005;5;10;2004;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;40249,42;28257,33
20041005;5;10;2004;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;51242,47;34785,01
20041005;5;10;2004;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;20108,85;13425,14
20161207;7;12;2016;1;DÍVIDA PÚBLICA INTERNA;30;CEF PNAFE;19971117;20170301;27685000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20161205;5;12;2016;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;316493,59;129524,76
20161205;5;12;2016;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;54158,58;0
20161205;5;12;2016;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;36295,67;0
20161202;2;12;2016;1;DÍVIDA PÚBLICA INTERNA;30;CEF PNAFE;19971117;20170301;27685000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20161202;2;12;2016;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20161130;30;11;2016;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20161130;30;11;2016;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20161130;30;11;2016;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20161129;29;11;2016;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20161129;29;11;2016;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20161129;29;11;2016;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20161111;11;11;2016;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;-29789,52;0
20161107;7;11;2016;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;49531,83;0
20161107;7;11;2016;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;66033,44;0
20161107;7;11;2016;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;289958,84;109673,28
20120120;20;1;2012;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20120120;20;1;2012;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20120120;20;1;2012;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20120120;20;1;2012;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20120405;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20120120;20;1;2012;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20120120;20;1;2012;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20120120;20;1;2012;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20120505;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20120120;20;1;2012;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20120120;20;1;2012;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20120120;20;1;2012;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20120117;17;1;2012;1;DÍVIDA PÚBLICA INTERNA;30;CEF PNAFE;19971117;20170301;27685000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20120116;16;1;2012;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20120505;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1815,46;35590,29
20120116;16;1;2012;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;3744,33;92215,72
20120116;16;1;2012;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1505,7;74910,7
20120116;16;1;2012;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2116,46;7362,9
20120116;16;1;2012;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1393,61;34321,88
20120116;16;1;2012;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;873,81;10546,04
20120116;16;1;2012;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;417,71;1508,6
20120116;16;1;2012;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1640,9;5671,85
20120116;16;1;2012;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20120405;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;10352,01;254950,51
20120116;16;1;2012;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1253,63;4672,77
20111229;29;12;2011;1;DÍVIDA PÚBLICA INTERNA;30;CEF PNAFE;19971117;20170301;27685000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111213;13;12;2011;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111212;12;12;2011;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111212;12;12;2011;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111212;12;12;2011;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111212;12;12;2011;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111212;12;12;2011;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20120405;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111212;12;12;2011;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111212;12;12;2011;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111212;12;12;2011;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111212;12;12;2011;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111212;12;12;2011;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20120505;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111205;5;12;2011;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20120405;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;12864,22;252189,95
20111205;5;12;2011;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;427,43;1497,21
20111205;5;12;2011;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2163,82;7307,29
20111205;5;12;2011;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;977,31;10431,85
20111205;5;12;2011;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20120505;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2165,81;35204,92
20111205;5;12;2011;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1677,39;5629,02
20111205;5;12;2011;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;4653;91217,22
20111205;5;12;2011;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2245,29;74099,57
20111205;5;12;2011;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1283,76;4637,48
20111205;5;12;2011;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1731,8;33950,25
20111129;29;11;2011;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111129;29;11;2011;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20120405;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111129;29;11;2011;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20120505;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111129;29;11;2011;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111129;29;11;2011;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111129;29;11;2011;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111129;29;11;2011;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111129;29;11;2011;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111129;29;11;2011;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111129;29;11;2011;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111107;7;11;2011;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20120405;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;15351,25;249532,07
20111107;7;11;2011;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2211,22;7254,22
20111107;7;11;2011;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20120505;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2512,76;34833,89
20111107;7;11;2011;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2066,61;33592,44
20111107;7;11;2011;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1079,9;10321,91
20111107;7;11;2011;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1313,89;4603,79
20111107;7;11;2011;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;437,14;1486,34
20111107;7;11;2011;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;5552,55;90255,87
20111107;7;11;2011;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1713,9;5588,14
20111107;7;11;2011;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2977,03;73318,62
20111025;25;10;2011;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111025;25;10;2011;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20120405;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111025;25;10;2011;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111025;25;10;2011;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111025;25;10;2011;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20120505;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111025;25;10;2011;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111025;25;10;2011;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111025;25;10;2011;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111025;25;10;2011;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20111025;25;10;2011;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20061205;5;12;2006;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;33583,84;38524,87
20061205;5;12;2006;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;119231,83;131115,27
20061205;5;12;2006;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;3331,19;3568,61
20061205;5;12;2006;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;43126,22;47424,45
20061205;5;12;2006;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;16051,2;17650,97
20061205;5;12;2006;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;16993,87;18303,28
20061205;5;12;2006;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2651,74;2940,01
20061205;5;12;2006;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;5352,51;5423,59
20061205;5;12;2006;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;4311,48;4632,58
20061205;5;12;2006;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;868,42;949,18
20061205;5;12;2006;1;DÍVIDA PÚBLICA INTERNA;14;CT 31.900;19950224;20061005;8686863;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;38211,36;148588,07
20090706;6;7;2009;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;3369,93;5908,94
20090706;6;7;2009;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;675,04;1210,7
20090706;6;7;2009;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;20412,52;54442
20090706;6;7;2009;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;3522,01;7664,43
20090706;6;7;2009;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2606,17;4551,83
20090706;6;7;2009;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;10775,66;25865,55
20090706;6;7;2009;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;74592,48;185287,49
20090706;6;7;2009;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;10041,77;24943,72
20090706;6;7;2009;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;26980,13;67018,57
20090706;6;7;2009;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2051,12;3750,03
20090605;5;6;2009;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;10281,99;24680,57
20090605;5;6;2009;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2074,86;3722,75
20090605;5;6;2009;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;682,69;1201,89
20090605;5;6;2009;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;27625,56;66311,52
20090605;5;6;2009;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;20937,81;53867,63
20090605;5;6;2009;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;11024,52;25592,67
20090605;5;6;2009;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;3407,25;5865,96
20090605;5;6;2009;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;76376,91;183332,7
20090605;5;6;2009;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2634,92;4518,72
20090605;5;6;2009;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;3595,54;7583,57
20090505;5;5;2009;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;690,4;1193,4
