DATA_ISO;DIA;MES;ANO;CD_TIPO;NM_TIPO;CD_SIAFI;NR_CONTRATO_CONV;DT_ASSINATURA;DT_VENCIMENTO;VR_INICIAL;SQA_FAVORECIDO;TP_DOCUMENTO;NR_DOCUMENTO;NOME;VR_JUROS;VR_AMORTIZACAO
20181227;27;12;2018;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20181211;11;12;2018;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20181023;23;10;2018;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20180925;25;9;2018;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;1568232,55;3117821,38
20180823;23;8;2018;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20180327;27;3;2018;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;-1348,45;1348,45
20180323;23;3;2018;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;525849,91;1181227,35
20180227;27;2;2018;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20180119;19;1;2018;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20171220;20;12;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20171219;19;12;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20171211;11;12;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20171207;7;12;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20171024;24;10;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20171023;23;10;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20171020;20;10;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20170925;25;9;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;1039136,48;2356625,98
20170829;29;8;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20170324;24;3;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20170323;23;3;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;1042487,42;2350677,39
20170223;23;2;2017;1;DÍVIDA PÚBLICA INTERNA;93;2851;20060526;20270927;56743500;503152;2;7,23737E+12;BANCO DO NORDESTE DO BRASIL S/A;0;0
20191220;20;12;2019;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191220;20;12;2019;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191220;20;12;2019;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191205;5;12;2019;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191205;5;12;2019;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;94325,28;0
20191205;5;12;2019;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191204;4;12;2019;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;435347,48;250386,76
20191204;4;12;2019;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;244249,46;110189,11
20191204;4;12;2019;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;37383,05;15864,48
20191105;5;11;2019;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191105;5;11;2019;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191105;5;11;2019;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191104;4;11;2019;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;37479,08;15785,56
20191104;4;11;2019;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;531188,38;249141,06
20191104;4;11;2019;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;244585,87;109640,9
20191030;30;10;2019;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191030;30;10;2019;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191030;30;10;2019;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191007;7;10;2019;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191007;7;10;2019;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;6691,37;0
20191007;7;10;2019;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20191004;4;10;2019;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;532696,45;247901,55
20191004;4;10;2019;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;30883,26;15707,02
20191004;4;10;2019;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;244543,08;108634,74
20190905;5;9;2019;1;DÍVIDA PÚBLICA INTERNA;9017290;39777223/13;20131128;20360905;94254505,82;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;534197,01;246668,21
20190905;5;9;2019;1;DÍVIDA PÚBLICA INTERNA;9017292;39776750/13;20131128;20370305;120887500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;245200,65;108094,27
20190905;5;9;2019;1;DÍVIDA PÚBLICA INTERNA;9017291;39777441/13;20131128;20371105;237500000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;37669,7;15628,88
20100705;5;7;2010;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2242,28;4947,76
20100705;5;7;2010;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2897,35;6422,91
20100705;5;7;2010;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;6903,57;28210,57
20100705;5;7;2010;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1750,71;4076,22
20100705;5;7;2010;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;577,85;1316,01
20100705;5;7;2010;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2559,35;8668,23
20100705;5;7;2010;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;7522,82;29253,13
20100705;5;7;2010;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;13557,59;61572,2
20100705;5;7;2010;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;18548,46;75795,92
20100705;5;7;2010;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;51281,28;209554,38
20100607;7;6;2010;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;19287,56;75001,29
20100607;7;6;2010;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;53324,67;207357,45
20100607;7;6;2010;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;586,29;1306,52
20100607;7;6;2010;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2274,01;4912,1
20100607;7;6;2010;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2938,55;6376,62
20100607;7;6;2010;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;7178,66;27914,82
20100607;7;6;2010;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2643,62;8577,35
20100607;7;6;2010;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;7807,86;28946,45
20100607;7;6;2010;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;14158,87;60926,69
20100607;7;6;2010;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1776,9;4046,84
20100505;5;5;2010;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1802,98;4017,99
20100505;5;5;2010;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2727,15;8488,1
20100505;5;5;2010;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;7451,24;27624,35
20100505;5;5;2010;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;8090,33;28645,24
20100505;5;5;2010;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;14754,58;60292,71
20100505;5;5;2010;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2979,59;6331,16
20100505;5;5;2010;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;55349,48;205199,75
20100505;5;5;2010;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;20019,93;74220,85
20100505;5;5;2010;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2305,63;4877,08
20100505;5;5;2010;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;594,71;1297,21
20100405;5;4;2010;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;1829,59;3991,38
20100405;5;4;2010;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;15351,54;59695,75
20100405;5;4;2010;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2337,93;4844,78
20100405;5;4;2010;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;57381,16;203168,07
20100405;5;4;2010;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;7724,75;27350,84
20100405;5;4;2010;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;603,3;1288,62
20100405;5;4;2010;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;20754,79;73485,99
20100405;5;4;2010;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;3021,52;6289,23
20100405;5;4;2010;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;8373,95;28361,62
20100405;5;4;2010;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2811,19;8404,06
20050621;21;6;2005;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050606;6;6;2005;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;19276,75;14751,98
20050606;6;6;2005;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;18264,83;14226,23
20050606;6;6;2005;1;DÍVIDA PÚBLICA INTERNA;14;CT 31.900;19950224;20061005;8686863;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;60328,5;119758,25
20050606;6;6;2005;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;135675,22;105675,61
20050606;6;6;2005;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;49073,79;38222,92
20050606;6;6;2005;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;3593,74;3052,55
20050606;6;6;2005;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;938,99;811,92
20050606;6;6;2005;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;6017,58;4371,28
20050606;6;6;2005;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;4652,92;3962,66
20050606;6;6;2005;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2871,63;2514,85
20050606;6;6;2005;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;38467,4;31050,08
20050512;12;5;2005;1;DÍVIDA PÚBLICA INTERNA;30;CEF PNAFE;19971117;20170301;27685000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;21450;0
20050505;5;5;2005;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;19373,85;14569,11
20050505;5;5;2005;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;38677,09;30665,16
20050505;5;5;2005;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;2881,94;2491,9
20050505;5;5;2005;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;18359,29;14049,88
20050505;5;5;2005;1;DÍVIDA PÚBLICA INTERNA;14;CT 31.900;19950224;20061005;8686863;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;61359,17;118273,64
20050505;5;5;2005;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;6045,59;4317,09
20050505;5;5;2005;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;942,29;804,51
20050505;5;5;2005;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;4668,88;3926,49
20050505;5;5;2005;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;136376,89;104365,59
20050505;5;5;2005;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;3606,03;3024,69
20050505;5;5;2005;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;49327,58;37749,08
20050502;2;5;2005;1;DÍVIDA PÚBLICA INTERNA;30;CEF PNAFE;19971117;20170301;27685000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;-21450;0
20050429;29;4;2005;1;DÍVIDA PÚBLICA INTERNA;30;CEF PNAFE;19971117;20170301;27685000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050413;13;4;2005;1;DÍVIDA PÚBLICA INTERNA;30;CEF PNAFE;19971117;20170301;27685000;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;21450;0
20050406;6;4;2005;1;DÍVIDA PÚBLICA INTERNA;14;CT 31.900;19950224;20061005;8686863;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;62405,2;0
20050406;6;4;2005;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050406;6;4;2005;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050406;6;4;2005;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050406;6;4;2005;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050406;6;4;2005;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050406;6;4;2005;1;DÍVIDA PÚBLICA INTERNA;15;CT 36.120-47;19960715;20140505;543828;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050406;6;4;2005;1;DÍVIDA PÚBLICA INTERNA;17;CT 36.127-95;19960715;20140705;422790;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050406;6;4;2005;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050406;6;4;2005;1;DÍVIDA PÚBLICA INTERNA;11;CT 24.505-85;19911223;20120205;79,9;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050406;6;4;2005;1;DÍVIDA PÚBLICA INTERNA;16;CT 36.122-88;19960715;20140605;691842;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;0;0
20050405;5;4;2005;1;DÍVIDA PÚBLICA INTERNA;18;CT 36.125-55;19960715;20140405;137500;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;945,96;797,58
20050405;5;4;2005;1;DÍVIDA PÚBLICA INTERNA;10;CT 24.504-58;19911223;20111105;163981,74;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;137135,53;103125,7
20050405;5;4;2005;1;DÍVIDA PÚBLICA INTERNA;5;CEF22172;19910313;20120405;330698,69;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;18461,42;13882,96
20050405;5;4;2005;1;DÍVIDA PÚBLICA INTERNA;12;CT 24.507-24;19911223;20120805;36,5;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;6076,16;4265,8
20050405;5;4;2005;1;DÍVIDA PÚBLICA INTERNA;13;CT 24.508-49;19911223;20120405;131352,41;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;49601,98;37300,62
20050405;5;4;2005;1;DÍVIDA PÚBLICA INTERNA;6;CT 22173-92;19910313;20110405;646899,02;2617;2;3,60305E+11;CAIXA ECONOMICA FEDERAL;19479,09;14396,02
