ID_TEMPO;ANOMES_ISO;MES;ANO;ANOMES_FORMATADO
2198;201600;0;2016;00/2016
2201;201601;1;2016;01/2016
2202;201602;2;2016;02/2016
2203;201603;3;2016;03/2016
2204;201604;4;2016;04/2016
2205;201605;5;2016;05/2016
2206;201606;6;2016;06/2016
2207;201607;7;2016;07/2016
2208;201608;8;2016;08/2016
2209;201609;9;2016;09/2016
2210;201610;10;2016;10/2016
2211;201611;11;2016;11/2016
2212;201612;12;2016;12/2016
2200;201613;13;2016;13/2016
2199;201614;14;2016;14/2016
